Date__(UT)__HR:MN, , ,R.A._(ICRF),DEC_(ICRF),delta,deldot,
 2023-Jul-09 00:00, , ,   174.42703,    4.08383,  1.65836283356838, -0.6664154,
 2023-Jul-10 00:00, , ,   174.82930,    3.90204,  1.65797315038460, -0.6830153,
 2023-Jul-11 00:00, , ,   175.23158,    3.71996,  1.65757388933247, -0.6995825,
 2023-Jul-12 00:00, , ,   175.63389,    3.53761,  1.65716506952034, -0.7161162,
 2023-Jul-13 00:00, , ,   176.03625,    3.35500,  1.65674671054549, -0.7326155,
 2023-Jul-14 00:00, , ,   176.43866,    3.17213,  1.65631883249602, -0.7490796,
 2023-Jul-15 00:00, , ,   176.84114,    2.98900,  1.65588145595156, -0.7655077,
 2023-Jul-16 00:00, , ,   177.24370,    2.80563,  1.65543460198325, -0.7818988,
 2023-Jul-17 00:00, , ,   177.64635,    2.62202,  1.65497829215416, -0.7982522,
 2023-Jul-18 00:00, , ,   178.04911,    2.43819,  1.65451254852113, -0.8145669,
 2023-Jul-19 00:00, , ,   178.45199,    2.25412,  1.65403739363716, -0.8308422,
 2023-Jul-20 00:00, , ,   178.85500,    2.06984,  1.65355285055285, -0.8470772,
 2023-Jul-21 00:00, , ,   179.25816,    1.88534,  1.65305894281712, -0.8632709,
 2023-Jul-22 00:00, , ,   179.66147,    1.70065,  1.65255569447842, -0.8794225,
 2023-Jul-23 00:00, , ,   180.06495,    1.51575,  1.65204313008686, -0.8955312,
 2023-Jul-24 00:00, , ,   180.46862,    1.33066,  1.65152127469599, -0.9115961,
 2023-Jul-25 00:00, , ,   180.87248,    1.14539,  1.65099015386386, -0.9276163,
 2023-Jul-26 00:00, , ,   181.27656,    0.95994,  1.65044979365401, -0.9435909,
 2023-Jul-27 00:00, , ,   181.68086,    0.77432,  1.64990022063762, -0.9595191,
 2023-Jul-28 00:00, , ,   182.08539,    0.58854,  1.64934146189649, -0.9754000,
 2023-Jul-29 00:00, , ,   182.49017,    0.40260,  1.64877354502512, -0.9912326,
 2023-Jul-30 00:00, , ,   182.89522,    0.21651,  1.64819649813170, -1.0070161,
 2023-Jul-31 00:00, , ,   183.30054,    0.03028,  1.64761034983896, -1.0227495,
 2023-Aug-01 00:00, , ,   183.70615,   -0.15608,  1.64701512928609, -1.0384321,
 2023-Aug-02 00:00, , ,   184.11207,   -0.34258,  1.64641086613156, -1.0540629,
 2023-Aug-03 00:00, , ,   184.51830,   -0.52919,  1.64579759055552, -1.0696410,
 2023-Aug-04 00:00, , ,   184.92486,   -0.71592,  1.64517533326131, -1.0851655,
 2023-Aug-05 00:00, , ,   185.33176,   -0.90275,  1.64454412547700, -1.1006355,
 2023-Aug-06 00:00, , ,   185.73902,   -1.08969,  1.64390399895792, -1.1160499,
 2023-Aug-07 00:00, , ,   186.14665,   -1.27671,  1.64325498598919, -1.1314080,
 2023-Aug-08 00:00, , ,   186.55466,   -1.46382,  1.64259711938736, -1.1467089,
 2023-Aug-09 00:00, , ,   186.96307,   -1.65101,  1.64193043250149, -1.1619515,
 2023-Aug-10 00:00, , ,   187.37189,   -1.83826,  1.64125495921516, -1.1771350,
 2023-Aug-11 00:00, , ,   187.78114,   -2.02558,  1.64057073394972, -1.1922585,
 2023-Aug-12 00:00, , ,   188.19083,   -2.21295,  1.63987779166736, -1.2073210,
 2023-Aug-13 00:00, , ,   188.60096,   -2.40036,  1.63917616787289, -1.2223215,
 2023-Aug-14 00:00, , ,   189.01157,   -2.58782,  1.63846589861489, -1.2372590,
 2023-Aug-15 00:00, , ,   189.42265,   -2.77530,  1.63774702048749, -1.2521328,
 2023-Aug-16 00:00, , ,   189.83423,   -2.96281,  1.63701957063328, -1.2669417,
 2023-Aug-17 00:00, , ,   190.24631,   -3.15033,  1.63628358674602, -1.2816850,
 2023-Aug-18 00:00, , ,   190.65892,   -3.33786,  1.63553910707277, -1.2963615,
 2023-Aug-19 00:00, , ,   191.07206,   -3.52539,  1.63478617041567, -1.3109704,
 2023-Aug-20 00:00, , ,   191.48575,   -3.71291,  1.63402481613455, -1.3255106,
 2023-Aug-21 00:00, , ,   191.90001,   -3.90041,  1.63325508415002, -1.3399813,
 2023-Aug-22 00:00, , ,   192.31484,   -4.08789,  1.63247701494579, -1.3543813,
 2023-Aug-23 00:00, , ,   192.73027,   -4.27533,  1.63169064956998, -1.3687097,
 2023-Aug-24 00:00, , ,   193.14630,   -4.46273,  1.63089602963671, -1.3829656,
 2023-Aug-25 00:00, , ,   193.56295,   -4.65008,  1.63009319732922, -1.3971480,
 2023-Aug-26 00:00, , ,   193.98024,   -4.83736,  1.62928219540347, -1.4112559,
 2023-Aug-27 00:00, , ,   194.39817,   -5.02458,  1.62846306719085, -1.4252883,
 2023-Aug-28 00:00, , ,   194.81677,   -5.21173,  1.62763585659962, -1.4392441,
 2023-Aug-29 00:00, , ,   195.23605,   -5.39878,  1.62680060811676, -1.4531224,
 2023-Aug-30 00:00, , ,   195.65601,   -5.58574,  1.62595736681066, -1.4669221,
 2023-Aug-31 00:00, , ,   196.07669,   -5.77260,  1.62510617833416, -1.4806422,
 2023-Sep-01 00:00, , ,   196.49808,   -5.95935,  1.62424708892685, -1.4942819,
 2023-Sep-02 00:00, , ,   196.92021,   -6.14597,  1.62338014541696, -1.5078399,
 2023-Sep-03 00:00, , ,   197.34309,   -6.33246,  1.62250539522398, -1.5213153,
 2023-Sep-04 00:00, , ,   197.76674,   -6.51881,  1.62162288636193, -1.5347071,
 2023-Sep-05 00:00, , ,   198.19116,   -6.70501,  1.62073266744223, -1.5480141,
 2023-Sep-06 00:00, , ,   198.61638,   -6.89105,  1.61983478767536, -1.5612355,
 2023-Sep-07 00:00, , ,   199.04240,   -7.07692,  1.61892929687204, -1.5743700,
 2023-Sep-08 00:00, , ,   199.46924,   -7.26261,  1.61801624544557, -1.5874168,
 2023-Sep-09 00:00, , ,   199.89693,   -7.44811,  1.61709568441526, -1.6003747,
 2023-Sep-10 00:00, , ,   200.32546,   -7.63341,  1.61616766540946, -1.6132427,
 2023-Sep-11 00:00, , ,   200.75486,   -7.81851,  1.61523224066715, -1.6260197,
 2023-Sep-12 00:00, , ,   201.18514,   -8.00338,  1.61428946303922, -1.6387047,
 2023-Sep-13 00:00, , ,   201.61632,   -8.18803,  1.61333938599053, -1.6512965,
 2023-Sep-14 00:00, , ,   202.04841,   -8.37243,  1.61238206360225, -1.6637941,
 2023-Sep-15 00:00, , ,   202.48142,   -8.55658,  1.61141755057363, -1.6761966,
 2023-Sep-16 00:00, , ,   202.91537,   -8.74047,  1.61044590222296, -1.6885027,
 2023-Sep-17 00:00, , ,   203.35028,   -8.92409,  1.60946717448900, -1.7007115,
 2023-Sep-18 00:00, , ,   203.78616,   -9.10743,  1.60848142393341, -1.7128217,
 2023-Sep-19 00:00, , ,   204.22302,   -9.29047,  1.60748870774320, -1.7248324,
 2023-Sep-20 00:00, , ,   204.66088,   -9.47321,  1.60648908373219, -1.7367424,
 2023-Sep-21 00:00, , ,   205.09975,   -9.65563,  1.60548261034159, -1.7485507,
 2023-Sep-22 00:00, , ,   205.53965,   -9.83772,  1.60446934664145, -1.7602562,
 2023-Sep-23 00:00, , ,   205.98060,  -10.01947,  1.60344935233371, -1.7718578,
 2023-Sep-24 00:00, , ,   206.42260,  -10.20088,  1.60242268775585, -1.7833543,
 2023-Sep-25 00:00, , ,   206.86568,  -10.38192,  1.60138941388382, -1.7947448,
 2023-Sep-26 00:00, , ,   207.30984,  -10.56258,  1.60034959233446, -1.8060280,
 2023-Sep-27 00:00, , ,   207.75510,  -10.74286,  1.59930328536866, -1.8172028,
 2023-Sep-28 00:00, , ,   208.20148,  -10.92274,  1.59825055589540, -1.8282681,
 2023-Sep-29 00:00, , ,   208.64900,  -11.10221,  1.59719146747532, -1.8392227,
 2023-Sep-30 00:00, , ,   209.09766,  -11.28125,  1.59612608432321, -1.8500657,
 2023-Oct-01 00:00, , ,   209.54748,  -11.45986,  1.59505447131054, -1.8607958,
 2023-Oct-02 00:00, , ,   209.99847,  -11.63802,  1.59397669396885, -1.8714118,
 2023-Oct-03 00:00, , ,   210.45066,  -11.81571,  1.59289281849354, -1.8819127,
 2023-Oct-04 00:00, , ,   210.90405,  -11.99294,  1.59180291174654, -1.8922971,
 2023-Oct-05 00:00, , ,   211.35866,  -12.16967,  1.59070704125744, -1.9025641,
 2023-Oct-06 00:00, , ,   211.81451,  -12.34590,  1.58960527522441, -1.9127124,
 2023-Oct-07 00:00, , ,   212.27160,  -12.52162,  1.58849768251604, -1.9227409,
 2023-Oct-08 00:00, , ,   212.72995,  -12.69681,  1.58738433267385, -1.9326484,
 2023-Oct-09 00:00, , ,   213.18958,  -12.87145,  1.58626529591418, -1.9424338,
 2023-Oct-10 00:00, , ,   213.65051,  -13.04554,  1.58514064312907, -1.9520958,
 2023-Oct-11 00:00, , ,   214.11273,  -13.21906,  1.58401044588722, -1.9616333,
 2023-Oct-12 00:00, , ,   214.57628,  -13.39200,  1.58287477643588, -1.9710452,
 2023-Oct-13 00:00, , ,   215.04116,  -13.56433,  1.58173370770258, -1.9803301,
 2023-Oct-14 00:00, , ,   215.50739,  -13.73605,  1.58058731329580, -1.9894870,
 2023-Oct-15 00:00, , ,   215.97498,  -13.90715,  1.57943566750512, -1.9985147,
 2023-Oct-16 00:00, , ,   216.44395,  -14.07760,  1.57827884530238, -2.0074121,
 2023-Oct-17 00:00, , ,   216.91431,  -14.24739,  1.57711692234401, -2.0161778,
 2023-Oct-18 00:00, , ,   217.38607,  -14.41651,  1.57594997497303, -2.0248108,
 2023-Oct-19 00:00, , ,   217.85924,  -14.58494,  1.57477808021958, -2.0333098,
 2023-Oct-20 00:00, , ,   218.33385,  -14.75266,  1.57360131580086, -2.0416736,
 2023-Oct-21 00:00, , ,   218.80990,  -14.91967,  1.57241976012176, -2.0499010,
 2023-Oct-22 00:00, , ,   219.28741,  -15.08593,  1.57123349227639, -2.0579909,
 2023-Oct-23 00:00, , ,   219.76638,  -15.25145,  1.57004259204940, -2.0659421,
 2023-Oct-24 00:00, , ,   220.24684,  -15.41620,  1.56884713991646, -2.0737534,
 2023-Oct-25 00:00, , ,   220.72880,  -15.58016,  1.56764721704450, -2.0814236,
 2023-Oct-26 00:00, , ,   221.21226,  -15.74332,  1.56644290529275, -2.0889513,
 2023-Oct-27 00:00, , ,   221.69725,  -15.90567,  1.56523428721403, -2.0963356,
 2023-Oct-28 00:00, , ,   222.18377,  -16.06718,  1.56402144605512, -2.1035751,
 2023-Oct-29 00:00, , ,   222.67184,  -16.22783,  1.56280446575593, -2.1106686,
 2023-Oct-30 00:00, , ,   223.16146,  -16.38762,  1.56158343094905, -2.1176151,
 2023-Oct-31 00:00, , ,   223.65266,  -16.54652,  1.56035842696079, -2.1244132,
 2023-Nov-01 00:00, , ,   224.14543,  -16.70452,  1.55912953981248, -2.1310618,
 2023-Nov-02 00:00, , ,   224.63981,  -16.86159,  1.55789685622062, -2.1375596,
 2023-Nov-03 00:00, , ,   225.13578,  -17.01773,  1.55666046359574, -2.1439055,
 2023-Nov-04 00:00, , ,   225.63337,  -17.17291,  1.55542045004161, -2.1500982,
 2023-Nov-05 00:00, , ,   226.13259,  -17.32711,  1.55417690435526, -2.1561365,
 2023-Nov-06 00:00, , ,   226.63345,  -17.48032,  1.55292991602700, -2.1620193,
 2023-Nov-07 00:00, , ,   227.13596,  -17.63251,  1.55167957523963, -2.1677454,
 2023-Nov-08 00:00, , ,   227.64013,  -17.78367,  1.55042597286722, -2.1733136,
 2023-Nov-09 00:00, , ,   228.14596,  -17.93379,  1.54916920047450, -2.1787226,
 2023-Nov-10 00:00, , ,   228.65348,  -18.08283,  1.54790935031688, -2.1839713,
 2023-Nov-11 00:00, , ,   229.16268,  -18.23078,  1.54664651533976, -2.1890584,
 2023-Nov-12 00:00, , ,   229.67359,  -18.37763,  1.54538078917644, -2.1939828,
 2023-Nov-13 00:00, , ,   230.18620,  -18.52334,  1.54411226614560, -2.1987434,
 2023-Nov-14 00:00, , ,   230.70052,  -18.66791,  1.54284104124993, -2.2033388,
 2023-Nov-15 00:00, , ,   231.21657,  -18.81132,  1.54156721017581, -2.2077680,
 2023-Nov-16 00:00, , ,   231.73436,  -18.95353,  1.54029086929223, -2.2120298,
