Date__(UT)__HR:MN, , ,R.A._(ICRF),DEC_(ICRF),delta,deldot,
 2023-Jul-07 00:00, , ,   285.56453,  -22.66508,  1.01668048710680, -0.0010098,
 2023-Jul-08 00:00, , ,   286.59076,  -22.56012,  1.01667797201774, -0.0077945,
 2023-Jul-09 00:00, , ,   287.61548,  -22.44866,  1.01667137050578, -0.0151655,
 2023-Jul-10 00:00, , ,   288.63864,  -22.33073,  1.01666034035478, -0.0231277,
 2023-Jul-11 00:00, , ,   289.66015,  -22.20637,  1.01664454834156, -0.0316472,
 2023-Jul-12 00:00, , ,   290.67994,  -22.07564,  1.01662368874207, -0.0406649,
 2023-Jul-13 00:00, , ,   291.69794,  -21.93857,  1.01659749475372, -0.0501067,
 2023-Jul-14 00:00, , ,   292.71407,  -21.79523,  1.01656574470256, -0.0598912,
 2023-Jul-15 00:00, , ,   293.72825,  -21.64566,  1.01652826491725, -0.0699341,
 2023-Jul-16 00:00, , ,   294.74043,  -21.48992,  1.01648493060202, -0.0801509,
 2023-Jul-17 00:00, , ,   295.75051,  -21.32808,  1.01643566543055, -0.0904585,
 2023-Jul-18 00:00, , ,   296.75845,  -21.16018,  1.01638044016498, -0.1007772,
 2023-Jul-19 00:00, , ,   297.76417,  -20.98631,  1.01631927044126, -0.1110315,
 2023-Jul-20 00:00, , ,   298.76761,  -20.80652,  1.01625221389902, -0.1211515,
 2023-Jul-21 00:00, , ,   299.76873,  -20.62089,  1.01617936696606, -0.1310728,
 2023-Jul-22 00:00, , ,   300.76747,  -20.42947,  1.01610086172360, -0.1407362,
 2023-Jul-23 00:00, , ,   301.76378,  -20.23236,  1.01601686329715, -0.1500862,
 2023-Jul-24 00:00, , ,   302.75763,  -20.02961,  1.01592756809732, -0.1590697,
 2023-Jul-25 00:00, , ,   303.74898,  -19.82131,  1.01583320296180, -0.1676343,
 2023-Jul-26 00:00, , ,   304.73780,  -19.60752,  1.01573402482190, -0.1757282,
 2023-Jul-27 00:00, , ,   305.72407,  -19.38834,  1.01563031993023, -0.1833023,
 2023-Jul-28 00:00, , ,   306.70776,  -19.16383,  1.01552240097530, -0.1903154,
 2023-Jul-29 00:00, , ,   307.68887,  -18.93407,  1.01541059972604, -0.1967447,
 2023-Jul-30 00:00, , ,   308.66740,  -18.69914,  1.01529525260466, -0.2025995,
 2023-Jul-31 00:00, , ,   309.64335,  -18.45912,  1.01517667748523, -0.2079371,
 2023-Aug-01 00:00, , ,   310.61673,  -18.21408,  1.01505514274794, -0.2128725,
 2023-Aug-02 00:00, , ,   311.58756,  -17.96410,  1.01493083397004, -0.2175754,
 2023-Aug-03 00:00, , ,   312.55587,  -17.70925,  1.01480382754420, -0.2222493,
 2023-Aug-04 00:00, , ,   313.52169,  -17.44960,  1.01467408066919, -0.2270972,
 2023-Aug-05 00:00, , ,   314.48504,  -17.18524,  1.01454144191780, -0.2322872,
 2023-Aug-06 00:00, , ,   315.44596,  -16.91622,  1.01440567857737, -0.2379307,
 2023-Aug-07 00:00, , ,   316.40445,  -16.64264,  1.01426651137939, -0.2440783,
 2023-Aug-08 00:00, , ,   317.36055,  -16.36456,  1.01412364706434, -0.2507301,
 2023-Aug-09 00:00, , ,   318.31428,  -16.08207,  1.01397680308330, -0.2578517,
 2023-Aug-10 00:00, , ,   319.26564,  -15.79525,  1.01382572323643, -0.2653884,
 2023-Aug-11 00:00, , ,   320.21467,  -15.50419,  1.01367018592969, -0.2732764,
 2023-Aug-12 00:00, , ,   321.16137,  -15.20897,  1.01351000767082, -0.2814483,
 2023-Aug-13 00:00, , ,   322.10577,  -14.90967,  1.01334504412560, -0.2898360,
 2023-Aug-14 00:00, , ,   323.04789,  -14.60640,  1.01317519028992, -0.2983715,
 2023-Aug-15 00:00, , ,   323.98775,  -14.29923,  1.01300038057143, -0.3069864,
 2023-Aug-16 00:00, , ,   324.92538,  -13.98825,  1.01282058901266, -0.3156117,
 2023-Aug-17 00:00, , ,   325.86080,  -13.67356,  1.01263582956816, -0.3241781,
 2023-Aug-18 00:00, , ,   326.79405,  -13.35526,  1.01244615624737, -0.3326164,
 2023-Aug-19 00:00, , ,   327.72515,  -13.03343,  1.01225166299735, -0.3408577,
 2023-Aug-20 00:00, , ,   328.65414,  -12.70816,  1.01205248334510, -0.3488337,
 2023-Aug-21 00:00, , ,   329.58106,  -12.37956,  1.01184878995835, -0.3564771,
 2023-Aug-22 00:00, , ,   330.50595,  -12.04771,  1.01164079432581, -0.3637208,
 2023-Aug-23 00:00, , ,   331.42886,  -11.71271,  1.01142874662967, -0.3704979,
 2023-Aug-24 00:00, , ,   332.34982,  -11.37464,  1.01121293553243, -0.3767423,
 2023-Aug-25 00:00, , ,   333.26891,  -11.03362,  1.01099368700853, -0.3823915,
 2023-Aug-26 00:00, , ,   334.18616,  -10.68972,  1.01077136057016, -0.3873934,
 2023-Aug-27 00:00, , ,   335.10166,  -10.34303,  1.01054634047973, -0.3917167,
 2023-Aug-28 00:00, , ,   336.01546,   -9.99365,  1.01031901931371, -0.3953666,
 2023-Aug-29 00:00, , ,   336.92763,   -9.64165,  1.01008977234481, -0.3984001,
 2023-Aug-30 00:00, , ,   337.83827,   -9.28713,  1.00985892431560, -0.4009357,
 2023-Aug-31 00:00, , ,   338.74745,   -8.93017,  1.00962671480665, -0.4031475,
 2023-Sep-01 00:00, , ,   339.65527,   -8.57084,  1.00939327207609, -0.4052415,
 2023-Sep-02 00:00, , ,   340.56182,   -8.20922,  1.00915860454625, -0.4074203,
 2023-Sep-03 00:00, , ,   341.46718,   -7.84539,  1.00892261299693, -0.4098496,
 2023-Sep-04 00:00, , ,   342.37143,   -7.47943,  1.00868511843847, -0.4126383,
 2023-Sep-05 00:00, , ,   343.27468,   -7.11143,  1.00844589583888, -0.4158379,
 2023-Sep-06 00:00, , ,   344.17698,   -6.74147,  1.00820470459236, -0.4194533,
 2023-Sep-07 00:00, , ,   345.07841,   -6.36963,  1.00796131080882, -0.4234590,
 2023-Sep-08 00:00, , ,   345.97906,   -5.99601,  1.00771550081322, -0.4278126,
 2023-Sep-09 00:00, , ,   346.87900,   -5.62070,  1.00746708778928, -0.4324645,
 2023-Sep-10 00:00, , ,   347.77828,   -5.24379,  1.00721591422964, -0.4373634,
 2023-Sep-11 00:00, , ,   348.67699,   -4.86537,  1.00696185251200, -0.4424573,
 2023-Sep-12 00:00, , ,   349.57520,   -4.48554,  1.00670480520060, -0.4476933,
 2023-Sep-13 00:00, , ,   350.47298,   -4.10438,  1.00644470595504, -0.4530163,
 2023-Sep-14 00:00, , ,   351.37039,   -3.72201,  1.00618152134915, -0.4583674,
 2023-Sep-15 00:00, , ,   352.26750,   -3.33852,  1.00591525348675, -0.4636822,
 2023-Sep-16 00:00, , ,   353.16439,   -2.95400,  1.00564594304800, -0.4688915,
 2023-Sep-17 00:00, , ,   354.06113,   -2.56855,  1.00537367230591, -0.4739207,
 2023-Sep-18 00:00, , ,   354.95779,   -2.18227,  1.00509856770242, -0.4786916,
 2023-Sep-19 00:00, , ,   355.85443,   -1.79527,  1.00482080171780, -0.4831232,
 2023-Sep-20 00:00, , ,   356.75114,   -1.40764,  1.00454059391448, -0.4871337,
 2023-Sep-21 00:00, , ,   357.64798,   -1.01948,  1.00425821107060, -0.4906418,
 2023-Sep-22 00:00, , ,   358.54504,   -0.63090,  1.00397396613298, -0.4935694,
 2023-Sep-23 00:00, , ,   359.44238,   -0.24198,  1.00368821526563, -0.4958458,
 2023-Sep-24 00:00, , ,     0.34011,    0.14718,  1.00340135161786, -0.4974152,
 2023-Sep-25 00:00, , ,     1.23829,    0.53647,  1.00311379385252, -0.4982473,
 2023-Sep-26 00:00, , ,     2.13702,    0.92582,  1.00282596748520, -0.4983509,
 2023-Sep-27 00:00, , ,     3.03640,    1.31511,  1.00253827837667, -0.4977869,
 2023-Sep-28 00:00, , ,     3.93653,    1.70428,  1.00225108066062, -0.4966735,
 2023-Sep-29 00:00, , ,     4.83750,    2.09323,  1.00196464520745, -0.4951783,
 2023-Sep-30 00:00, , ,     5.73943,    2.48187,  1.00167913715209, -0.4934949,
 2023-Oct-01 00:00, , ,     6.64242,    2.87013,  1.00139460956462, -0.4918124,
 2023-Oct-02 00:00, , ,     7.54656,    3.25790,  1.00111101485788, -0.4902866,
 2023-Oct-03 00:00, , ,     8.45197,    3.64512,  1.00082822911838, -0.4890246,
 2023-Oct-04 00:00, , ,     9.35873,    4.03167,  1.00054608110553, -0.4880841,
 2023-Oct-05 00:00, , ,    10.26694,    4.41747,  1.00026437849248, -0.4874825,
 2023-Oct-06 00:00, , ,    11.17668,    4.80242,  0.99998292730441, -0.4872103,
 2023-Oct-07 00:00, , ,    12.08804,    5.18642,  0.99970154394446, -0.4872427,
 2023-Oct-08 00:00, , ,    13.00110,    5.56938,  0.99942006130393, -0.4875486,
 2023-Oct-09 00:00, , ,    13.91594,    5.95117,  0.99913833117255, -0.4880941,
 2023-Oct-10 00:00, , ,    14.83264,    6.33171,  0.99885622502827, -0.4888448,
 2023-Oct-11 00:00, , ,    15.75126,    6.71089,  0.99857363480431, -0.4897640,
 2023-Oct-12 00:00, , ,    16.67188,    7.08860,  0.99829047468804, -0.4908109,
 2023-Oct-13 00:00, , ,    17.59458,    7.46472,  0.99800668449290, -0.4919371,
 2023-Oct-14 00:00, , ,    18.51941,    7.83915,  0.99772223466584, -0.4930845,
 2023-Oct-15 00:00, , ,    19.44644,    8.21179,  0.99743713254792, -0.4941833,
 2023-Oct-16 00:00, , ,    20.37574,    8.58250,  0.99715142913463, -0.4951523,
 2023-Oct-17 00:00, , ,    21.30736,    8.95119,  0.99686522535788, -0.4959002,
 2023-Oct-18 00:00, , ,    22.24137,    9.31774,  0.99657867689854, -0.4963293,
 2023-Oct-19 00:00, , ,    23.17782,    9.68204,  0.99629199673159, -0.4963397,
 2023-Oct-20 00:00, , ,    24.11678,   10.04396,  0.99600545489459, -0.4958347,
 2023-Oct-21 00:00, , ,    25.05829,   10.40341,  0.99571937517863, -0.4947258,
 2023-Oct-22 00:00, , ,    26.00242,   10.76026,  0.99543412842560, -0.4929395,
 2023-Oct-23 00:00, , ,    26.94922,   11.11441,  0.99515012188317, -0.4904248,
 2023-Oct-24 00:00, , ,    27.89877,   11.46575,  0.99486778385132, -0.4871614,
 2023-Oct-25 00:00, , ,    28.85113,   11.81417,  0.99458754307576, -0.4831693,
 2023-Oct-26 00:00, , ,    29.80636,   12.15956,  0.99430980343278, -0.4785154,
 2023-Oct-27 00:00, , ,    30.76453,   12.50184,  0.99403491645481, -0.4733133,
 2023-Oct-28 00:00, , ,    31.72572,   12.84088,  0.99376315643997, -0.4677145,
 2023-Oct-29 00:00, , ,    32.69000,   13.17660,  0.99349470383708, -0.4618888,
 2023-Oct-30 00:00, , ,    33.65744,   13.50888,  0.99322964109232, -0.4560017,
 2023-Oct-31 00:00, , ,    34.62810,   13.83763,  0.99296796144631, -0.4501940,
 2023-Nov-01 00:00, , ,    35.60204,   14.16274,  0.99270958718860, -0.4445695,
 2023-Nov-02 00:00, , ,    36.57933,   14.48410,  0.99245439173471, -0.4391941,
 2023-Nov-03 00:00, , ,    37.56000,   14.80161,  0.99220222029609, -0.4341010,
 2023-Nov-04 00:00, , ,    38.54410,   15.11514,  0.99195290596918, -0.4293005,
 2023-Nov-05 00:00, , ,    39.53168,   15.42460,  0.99170628035971, -0.4247889,
 2023-Nov-06 00:00, , ,    40.52275,   15.72986,  0.99146217947892, -0.4205555,
 2023-Nov-07 00:00, , ,    41.51735,   16.03082,  0.99122044642312, -0.4165869,
 2023-Nov-08 00:00, , ,    42.51550,   16.32735,  0.99098093251645, -0.4128681,
 2023-Nov-09 00:00, , ,    43.51722,   16.61934,  0.99074349845770, -0.4093813,
 2023-Nov-10 00:00, , ,    44.52250,   16.90668,  0.99050801675116, -0.4061027,
 2023-Nov-11 00:00, , ,    45.53137,   17.18924,  0.99027437636240, -0.4029982,
 2023-Nov-12 00:00, , ,    46.54380,   17.46692,  0.99004249008044, -0.4000187,
 2023-Nov-13 00:00, , ,    47.55981,   17.73959,  0.98981230443009, -0.3970960,
 2023-Nov-14 00:00, , ,    48.57936,   18.00714,  0.98958381118526, -0.3941416,
 2023-Nov-15 00:00, , ,    49.60244,   18.26945,  0.98935705875100, -0.3910487,
 2023-Nov-16 00:00, , ,    50.62903,   18.52640,  0.98913216120622, -0.3876979,
